variant,margin_m,band_m,cohort,scene,observations,instances,scenes,lidar_supported,radar_supported,both,lidar_only,radar_only,neither,lidar_percent,radar_percent,difference_pp,min_range_m,max_range_m,lidar_ge_3_percent,lidar_ge_5_percent,lidar_points_p25,lidar_points_p50,lidar_points_p75,lidar_points_p90,lidar_equal_track_percent,radar_ge_3_percent,radar_ge_5_percent,radar_points_p25,radar_points_p50,radar_points_p75,radar_points_p90,radar_equal_track_percent
aligned,0.5,250-300,all,scene_28_12,127,41,1,114,30,27,87,3,10,89.76377952755905,23.62204724409449,66.14173228346456,250.0497157484766,299.7593048037392,88.9763779527559,87.4015748031496,8.0,25.0,47.5,153.60000000000008,84.75609756097559,9.448818897637794,3.937007874015748,0.0,0.0,0.0,2.0,27.398373983739837
aligned,0.5,250-300,all,scene_28_18,45,15,1,43,29,28,15,1,1,95.55555555555556,64.44444444444444,31.11111111111111,251.00468974964278,299.3158594442666,93.33333333333333,93.33333333333333,10.0,25.0,36.0,44.6,94.44444444444444,11.11111111111111,2.2222222222222223,0.0,1.0,2.0,2.6000000000000014,65.0
aligned,0.5,250-300,all,scene_28_24,13,1,1,12,0,0,12,0,1,92.3076923076923,0.0,92.3076923076923,260.95070734153353,283.9308657869292,92.3076923076923,92.3076923076923,14.0,24.0,113.0,194.60000000000002,92.3076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,300-400,vehicles,scene_28_1,17,3,1,13,5,5,8,0,4,76.47058823529412,29.411764705882355,47.05882352941176,305.3321725206024,360.39229981232,76.47058823529412,76.47058823529412,5.0,45.0,58.0,91.00000000000001,30.952380952380953,0.0,0.0,0.0,0.0,1.0,1.4000000000000004,11.904761904761905
aligned,0.5,300-400,vehicles,scene_28_6,18,8,1,15,4,3,12,1,2,83.33333333333334,22.22222222222222,61.111111111111114,305.0532371864494,381.0022030069285,77.77777777777779,72.22222222222221,4.25,7.0,14.75,31.100000000000012,85.41666666666666,11.11111111111111,5.555555555555555,0.0,0.0,0.0,2.6000000000000014,29.166666666666664
aligned,0.5,300-400,vehicles,scene_28_12,113,14,1,109,11,11,98,0,4,96.46017699115043,9.734513274336283,86.72566371681415,301.1243306220302,397.6820703976072,95.57522123893806,94.69026548672566,17.0,93.0,167.0,224.2,89.28571428571429,4.424778761061947,2.6548672566371683,0.0,0.0,0.0,0.0,16.977225672877847
aligned,0.5,300-400,vehicles,scene_28_18,17,8,1,11,7,2,9,5,1,64.70588235294117,41.17647058823529,23.529411764705888,306.9027708238251,378.5509058889894,58.82352941176471,47.05882352941176,0.0,4.0,10.0,18.800000000000004,58.33333333333333,0.0,0.0,0.0,0.0,2.0,2.0,45.83333333333333
aligned,0.5,300-400,passenger_cars,scene_28_1,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,305.3321725206024,305.3321725206024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,300-400,passenger_cars,scene_28_12,23,1,1,23,1,1,22,0,0,100.0,4.3478260869565215,95.65217391304348,301.1243306220302,381.10379670133005,95.65217391304348,95.65217391304348,10.5,17.0,22.0,26.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215
aligned,0.5,300-400,passenger_cars,scene_28_18,6,3,1,3,3,0,3,3,0,50.0,50.0,0.0,307.1789605302702,348.83265659385177,50.0,33.33333333333333,0.0,1.5,4.5,15.5,50.0,0.0,0.0,0.0,1.0,2.0,2.0,50.0
aligned,0.5,300-400,forward_vehicles,scene_28_1,15,2,1,13,5,5,8,0,2,86.66666666666667,33.33333333333333,53.33333333333334,305.3321725206024,334.8785602315927,86.66666666666667,86.66666666666667,21.5,45.0,63.5,95.99999999999999,46.42857142857143,0.0,0.0,0.0,0.0,1.0,1.5999999999999996,17.857142857142858
aligned,0.5,300-400,forward_vehicles,scene_28_6,11,6,1,8,4,3,5,1,2,72.72727272727273,36.36363636363637,36.36363636363637,314.0898380980915,381.0022030069285,63.63636363636363,63.63636363636363,1.0,5.0,7.0,11.0,80.55555555555554,18.181818181818183,9.090909090909092,0.0,0.0,2.0,4.0,41.66666666666667
aligned,0.5,300-400,forward_vehicles,scene_28_12,108,12,1,104,11,11,93,0,4,96.29629629629629,10.185185185185185,86.1111111111111,301.1243306220302,397.6820703976072,95.37037037037037,94.44444444444444,18.0,97.5,168.25,226.2,87.5,4.62962962962963,2.7777777777777777,0.0,0.0,0.0,0.29999999999999716,21.19565217391304
aligned,0.5,300-400,forward_vehicles,scene_28_18,14,7,1,8,6,1,7,5,1,57.14285714285714,42.857142857142854,14.285714285714285,307.1789605302702,378.5509058889894,50.0,35.714285714285715,0.0,2.0,5.75,21.200000000000017,52.38095238095239,0.0,0.0,0.0,0.0,2.0,2.0,47.61904761904761
aligned,0.5,300-400,all,scene_28_1,59,16,1,51,10,10,41,0,8,86.4406779661017,16.94915254237288,69.49152542372882,304.53595916952185,395.366842163772,83.05084745762711,77.96610169491525,5.0,11.0,23.5,55.60000000000001,81.42857142857143,0.0,0.0,0.0,0.0,0.0,1.0,11.666666666666666
aligned,0.5,300-400,all,scene_28_6,18,8,1,15,4,3,12,1,2,83.33333333333334,22.22222222222222,61.111111111111114,305.0532371864494,381.0022030069285,77.77777777777779,72.22222222222221,4.25,7.0,14.75,31.100000000000012,85.41666666666666,11.11111111111111,5.555555555555555,0.0,0.0,0.0,2.6000000000000014,29.166666666666664
aligned,0.5,300-400,all,scene_28_12,185,32,1,171,13,13,158,0,14,92.43243243243244,7.027027027027027,85.4054054054054,301.1243306220302,397.6820703976072,90.81081081081082,89.1891891891892,10.0,22.0,106.0,187.2,85.67708333333333,2.7027027027027026,1.6216216216216217,0.0,0.0,0.0,0.0,10.99896480331263
aligned,0.5,300-400,all,scene_28_18,62,17,1,55,9,4,51,5,2,88.70967741935483,14.516129032258066,74.19354838709677,304.54778036463625,396.194511461061,87.09677419354838,83.87096774193549,6.5,14.0,23.0,65.09999999999997,78.92156862745098,0.0,0.0,0.0,0.0,0.0,1.0,23.249299719887954
aligned,0.5,300-400,all,scene_28_24,7,2,1,6,0,0,6,0,1,85.71428571428571,0.0,85.71428571428571,301.03319480211303,318.0585202283685,85.71428571428571,85.71428571428571,16.5,23.0,36.0,40.4,83.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aligned,0.5,200-400,vehicles,scene_28_1,115,10,1,93,64,59,34,5,17,80.8695652173913,55.65217391304348,25.217391304347824,201.06925163807026,360.39229981232,76.52173913043478,75.65217391304347,5.0,13.0,75.5,117.0,76.59523809523809,19.130434782608695,4.3478260869565215,0.0,1.0,2.0,3.6000000000000085,50.75205254515599
aligned,0.5,200-400,vehicles,scene_28_6,86,16,1,64,48,35,29,13,9,74.4186046511628,55.81395348837209,18.6046511627907,201.54258863542225,381.0022030069285,70.93023255813954,66.27906976744185,0.25,8.0,25.25,44.5,65.52083333333334,24.418604651162788,11.627906976744185,0.0,1.0,2.0,5.0,59.55357142857143
aligned,0.5,200-400,vehicles,scene_28_12,217,19,1,205,79,74,131,5,7,94.47004608294931,36.405529953917046,58.06451612903226,200.0481951240057,397.6820703976072,94.00921658986175,93.08755760368663,16.0,53.0,176.0,547.4000000000001,91.15288220551379,20.276497695852534,10.138248847926267,0.0,0.0,2.0,4.400000000000006,48.917198529386894
aligned,0.5,200-400,vehicles,scene_28_18,86,10,1,75,57,48,27,9,2,87.20930232558139,66.27906976744185,20.93023255813954,204.41397427391732,378.5509058889894,83.72093023255815,80.23255813953489,6.5,25.5,37.0,44.5,77.16666666666666,15.11627906976744,8.13953488372093,0.0,1.0,2.0,4.0,70.05263157894737
aligned,0.5,200-400,passenger_cars,scene_28_1,69,5,1,56,37,37,19,0,13,81.15942028985508,53.62318840579711,27.536231884057973,201.91332212775274,305.3321725206024,78.26086956521739,78.26086956521739,5.0,13.0,68.0,94.80000000000001,69.54545454545456,11.594202898550725,0.0,0.0,1.0,2.0,3.0,33.824451410658305
aligned,0.5,200-400,passenger_cars,scene_28_6,1,1,1,0,1,0,0,1,0,0.0,100.0,-100.0,214.64145831489262,214.64145831489262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0
aligned,0.5,200-400,passenger_cars,scene_28_12,38,1,1,38,2,2,36,0,0,100.0,5.263157894736842,94.73684210526316,250.6783571335975,381.10379670133005,97.36842105263158,97.36842105263158,14.25,21.0,30.0,42.300000000000004,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842
aligned,0.5,200-400,passenger_cars,scene_28_18,53,4,1,47,35,29,18,6,0,88.67924528301887,66.0377358490566,22.64150943396227,210.85990809166134,348.83265659385177,86.79245283018868,84.90566037735849,13.0,32.0,40.0,48.20000000000002,70.0,3.7735849056603774,0.0,0.0,1.0,1.0,2.0,75.13157894736841
aligned,0.5,200-400,forward_vehicles,scene_28_1,73,7,1,62,50,45,17,5,6,84.93150684931507,68.4931506849315,16.43835616438356,201.06925163807026,334.8785602315927,80.82191780821918,80.82191780821918,7.0,55.0,98.0,503.7999999999999,75.0,27.397260273972602,6.8493150684931505,0.0,1.0,3.0,4.0,62.84306826178747
aligned,0.5,200-400,forward_vehicles,scene_28_6,48,13,1,35,36,27,8,9,4,72.91666666666666,75.0,-2.083333333333337,201.68972383528677,381.0022030069285,68.75,66.66666666666666,0.0,6.0,14.5,38.20000000000002,68.71794871794872,39.58333333333333,20.833333333333336,0.75,2.0,3.25,5.300000000000004,76.7948717948718
aligned,0.5,200-400,forward_vehicles,scene_28_12,189,14,1,177,67,62,115,5,7,93.65079365079364,35.44973544973545,58.20105820105821,200.0481951240057,397.6820703976072,93.12169312169311,92.5925925925926,17.0,84.0,186.0,574.0000000000009,87.99319727891157,19.576719576719576,11.11111111111111,0.0,0.0,2.0,5.0,52.657467845437765
aligned,0.5,200-400,forward_vehicles,scene_28_18,75,8,1,65,52,43,22,9,1,86.66666666666667,69.33333333333334,17.333333333333336,204.41397427391732,378.5509058889894,82.66666666666667,80.0,7.0,26.0,37.5,47.400000000000034,75.62500000000001,16.0,8.0,0.0,1.0,2.0,4.0,77.14912280701756
aligned,0.5,200-400,all,scene_28_1,322,41,1,285,114,109,176,5,32,88.50931677018633,35.40372670807454,53.105590062111794,200.0625118208934,395.366842163772,85.09316770186336,81.67701863354037,6.0,16.0,38.0,92.80000000000007,87.34003801076972,6.832298136645963,1.5527950310559007,0.0,0.0,1.0,2.0,30.416378780550357
aligned,0.5,200-400,all,scene_28_6,87,17,1,65,48,35,30,13,9,74.71264367816092,55.172413793103445,19.54022988505747,201.54258863542225,381.0022030069285,71.26436781609196,66.66666666666666,0.5,8.0,24.5,44.400000000000006,67.54901960784314,24.137931034482758,11.494252873563218,0.0,1.0,2.0,5.0,56.05042016806723
aligned,0.5,200-400,all,scene_28_12,455,44,1,409,93,88,321,5,41,89.8901098901099,20.439560439560438,69.45054945054945,200.0481951240057,397.6820703976072,89.01098901098901,87.25274725274726,10.0,26.0,76.0,187.20000000000005,87.09206197842559,9.670329670329672,4.835164835164836,0.0,0.0,0.0,2.0,24.16959502485818
aligned,0.5,200-400,all,scene_28_18,156,21,1,143,66,57,86,9,4,91.66666666666666,42.30769230769231,49.35897435897436,204.41397427391732,396.194511461061,89.74358974358975,87.82051282051282,9.0,20.0,36.25,55.0,87.14285714285714,8.333333333333332,4.487179487179487,0.0,0.0,1.0,2.0,36.874879506458456
aligned,0.5,200-400,all,scene_28_24,23,4,1,21,0,0,21,0,2,91.30434782608695,0.0,91.30434782608695,228.18726066419157,318.0585202283685,91.30434782608695,91.30434782608695,16.5,26.0,42.0,170.60000000000005,89.74358974358975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
