frame,scenario,band_m,points,frame_points
2022-07-22_flight__0184_1658494541662813618,2022-07-22_flight,100-150,4736,195149
2022-07-22_flight__0184_1658494541662813618,2022-07-22_flight,150-400,309,195149
2022-07-22_flight__0184_1658494541662813618,2022-07-22_flight,>=400,0,195149
2022-07-22_flight__0185_1658494544865765822,2022-07-22_flight,0-50,160462,193667
2022-07-22_flight__0185_1658494544865765822,2022-07-22_flight,50-100,28203,193667
2022-07-22_flight__0185_1658494544865765822,2022-07-22_flight,100-150,4811,193667
2022-07-22_flight__0185_1658494544865765822,2022-07-22_flight,150-400,191,193667
2022-07-22_flight__0185_1658494544865765822,2022-07-22_flight,>=400,0,193667
2022-07-22_flight__0186_1658494548069242008,2022-07-22_flight,0-50,164020,189403
2022-07-22_flight__0186_1658494548069242008,2022-07-22_flight,50-100,20251,189403
2022-07-22_flight__0186_1658494548069242008,2022-07-22_flight,100-150,4978,189403
2022-07-22_flight__0186_1658494548069242008,2022-07-22_flight,150-400,154,189403
2022-07-22_flight__0186_1658494548069242008,2022-07-22_flight,>=400,0,189403
2022-07-22_flight__0187_1658494553236304081,2022-07-22_flight,0-50,170800,196387
2022-07-22_flight__0187_1658494553236304081,2022-07-22_flight,50-100,18888,196387
2022-07-22_flight__0187_1658494553236304081,2022-07-22_flight,100-150,6168,196387
2022-07-22_flight__0187_1658494553236304081,2022-07-22_flight,150-400,531,196387
2022-07-22_flight__0187_1658494553236304081,2022-07-22_flight,>=400,0,196387
2022-07-22_flight__0188_1658494560366355731,2022-07-22_flight,0-50,173911,190774
2022-07-22_flight__0188_1658494560366355731,2022-07-22_flight,50-100,10059,190774
2022-07-22_flight__0188_1658494560366355731,2022-07-22_flight,100-150,6289,190774
2022-07-22_flight__0188_1658494560366355731,2022-07-22_flight,150-400,515,190774
2022-07-22_flight__0188_1658494560366355731,2022-07-22_flight,>=400,0,190774
2022-07-22_flight__0189_1658494566359901436,2022-07-22_flight,0-50,173961,192527
2022-07-22_flight__0189_1658494566359901436,2022-07-22_flight,50-100,12618,192527
2022-07-22_flight__0189_1658494566359901436,2022-07-22_flight,100-150,5458,192527
2022-07-22_flight__0189_1658494566359901436,2022-07-22_flight,150-400,490,192527
2022-07-22_flight__0189_1658494566359901436,2022-07-22_flight,>=400,0,192527
2022-07-22_flight__0190_1658494571629801204,2022-07-22_flight,0-50,171052,195791
2022-07-22_flight__0190_1658494571629801204,2022-07-22_flight,50-100,20133,195791
2022-07-22_flight__0190_1658494571629801204,2022-07-22_flight,100-150,3293,195791
2022-07-22_flight__0190_1658494571629801204,2022-07-22_flight,150-400,1313,195791
2022-07-22_flight__0190_1658494571629801204,2022-07-22_flight,>=400,0,195791
2022-07-22_flight__0191_1658494577520210012,2022-07-22_flight,0-50,166509,198494
2022-07-22_flight__0191_1658494577520210012,2022-07-22_flight,50-100,25528,198494
2022-07-22_flight__0191_1658494577520210012,2022-07-22_flight,100-150,3345,198494
2022-07-22_flight__0191_1658494577520210012,2022-07-22_flight,150-400,3112,198494
2022-07-22_flight__0191_1658494577520210012,2022-07-22_flight,>=400,0,198494
2022-07-22_flight__0192_1658494582790306732,2022-07-22_flight,0-50,167025,198248
2022-07-22_flight__0192_1658494582790306732,2022-07-22_flight,50-100,22809,198248
2022-07-22_flight__0192_1658494582790306732,2022-07-22_flight,100-150,5261,198248
2022-07-22_flight__0192_1658494582790306732,2022-07-22_flight,150-400,3153,198248
2022-07-22_flight__0192_1658494582790306732,2022-07-22_flight,>=400,0,198248
2022-07-22_flight__0193_1658494588060212630,2022-07-22_flight,0-50,171711,194976
2022-07-22_flight__0193_1658494588060212630,2022-07-22_flight,50-100,20308,194976
2022-07-22_flight__0193_1658494588060212630,2022-07-22_flight,100-150,1749,194976
2022-07-22_flight__0193_1658494588060212630,2022-07-22_flight,150-400,1208,194976
2022-07-22_flight__0193_1658494588060212630,2022-07-22_flight,>=400,0,194976
2022-07-22_flight__0194_1658494592194049657,2022-07-22_flight,0-50,171326,192877
2022-07-22_flight__0194_1658494592194049657,2022-07-22_flight,50-100,19115,192877
2022-07-22_flight__0194_1658494592194049657,2022-07-22_flight,100-150,1644,192877
2022-07-22_flight__0194_1658494592194049657,2022-07-22_flight,150-400,792,192877
2022-07-22_flight__0194_1658494592194049657,2022-07-22_flight,>=400,0,192877
2022-07-22_flight__0195_1658494596120446131,2022-07-22_flight,0-50,166340,200271
2022-07-22_flight__0195_1658494596120446131,2022-07-22_flight,50-100,26514,200271
2022-07-22_flight__0195_1658494596120446131,2022-07-22_flight,100-150,5693,200271
2022-07-22_flight__0195_1658494596120446131,2022-07-22_flight,150-400,1724,200271
2022-07-22_flight__0195_1658494596120446131,2022-07-22_flight,>=400,0,200271
2022-07-22_flight__0196_1658494598600602395,2022-07-22_flight,0-50,167605,200937
2022-07-22_flight__0196_1658494598600602395,2022-07-22_flight,50-100,27102,200937
2022-07-22_flight__0196_1658494598600602395,2022-07-22_flight,100-150,5180,200937
2022-07-22_flight__0196_1658494598600602395,2022-07-22_flight,150-400,1050,200937
2022-07-22_flight__0196_1658494598600602395,2022-07-22_flight,>=400,0,200937
2022-07-22_flight__0197_1658494601391581422,2022-07-22_flight,0-50,152462,191077
2022-07-22_flight__0197_1658494601391581422,2022-07-22_flight,50-100,31534,191077
2022-07-22_flight__0197_1658494601391581422,2022-07-22_flight,100-150,6012,191077
2022-07-22_flight__0197_1658494601391581422,2022-07-22_flight,150-400,1069,191077
2022-07-22_flight__0197_1658494601391581422,2022-07-22_flight,>=400,0,191077
2022-07-22_flight__0198_1658494604182192886,2022-07-22_flight,0-50,149810,194859
2022-07-22_flight__0198_1658494604182192886,2022-07-22_flight,50-100,38886,194859
2022-07-22_flight__0198_1658494604182192886,2022-07-22_flight,100-150,5668,194859
2022-07-22_flight__0198_1658494604182192886,2022-07-22_flight,150-400,495,194859
2022-07-22_flight__0198_1658494604182192886,2022-07-22_flight,>=400,0,194859
2022-07-22_flight__0199_1658494607590314420,2022-07-22_flight,0-50,151643,195347
2022-07-22_flight__0199_1658494607590314420,2022-07-22_flight,50-100,37191,195347
2022-07-22_flight__0199_1658494607590314420,2022-07-22_flight,100-150,6322,195347
2022-07-22_flight__0199_1658494607590314420,2022-07-22_flight,150-400,191,195347
2022-07-22_flight__0199_1658494607590314420,2022-07-22_flight,>=400,0,195347
2022-07-22_flight__0200_1658494609967409704,2022-07-22_flight,0-50,174473,202638
2022-07-22_flight__0200_1658494609967409704,2022-07-22_flight,50-100,21600,202638
2022-07-22_flight__0200_1658494609967409704,2022-07-22_flight,100-150,5858,202638
2022-07-22_flight__0200_1658494609967409704,2022-07-22_flight,150-400,707,202638
2022-07-22_flight__0200_1658494609967409704,2022-07-22_flight,>=400,0,202638
2022-07-22_flight__0201_1658494613377841395,2022-07-22_flight,0-50,164728,193089
2022-07-22_flight__0201_1658494613377841395,2022-07-22_flight,50-100,21769,193089
2022-07-22_flight__0201_1658494613377841395,2022-07-22_flight,100-150,6046,193089
2022-07-22_flight__0201_1658494613377841395,2022-07-22_flight,150-400,546,193089
2022-07-22_flight__0201_1658494613377841395,2022-07-22_flight,>=400,0,193089
2022-07-22_flight__0202_1658494615444174332,2022-07-22_flight,0-50,160530,191642
2022-07-22_flight__0202_1658494615444174332,2022-07-22_flight,50-100,22795,191642
2022-07-22_flight__0202_1658494615444174332,2022-07-22_flight,100-150,6791,191642
2022-07-22_flight__0202_1658494615444174332,2022-07-22_flight,150-400,1526,191642
2022-07-22_flight__0202_1658494615444174332,2022-07-22_flight,>=400,0,191642
2022-07-22_flight__0203_1658494617718715069,2022-07-22_flight,0-50,160418,194175
2022-07-22_flight__0203_1658494617718715069,2022-07-22_flight,50-100,25805,194175
2022-07-22_flight__0203_1658494617718715069,2022-07-22_flight,100-150,5443,194175
2022-07-22_flight__0203_1658494617718715069,2022-07-22_flight,150-400,2509,194175
2022-07-22_flight__0203_1658494617718715069,2022-07-22_flight,>=400,0,194175
2022-07-22_flight__0204_1658494620198289312,2022-07-22_flight,0-50,167529,200029
2022-07-22_flight__0204_1658494620198289312,2022-07-22_flight,50-100,25029,200029
2022-07-22_flight__0204_1658494620198289312,2022-07-22_flight,100-150,4574,200029
2022-07-22_flight__0204_1658494620198289312,2022-07-22_flight,150-400,2897,200029
2022-07-22_flight__0204_1658494620198289312,2022-07-22_flight,>=400,0,200029
2022-07-22_flight__0205_1658494625158607909,2022-07-22_flight,0-50,162715,195538
2022-07-22_flight__0205_1658494625158607909,2022-07-22_flight,50-100,25226,195538
2022-07-22_flight__0205_1658494625158607909,2022-07-22_flight,100-150,5015,195538
2022-07-22_flight__0205_1658494625158607909,2022-07-22_flight,150-400,2582,195538
2022-07-22_flight__0205_1658494625158607909,2022-07-22_flight,>=400,0,195538
2022-07-22_flight__0206_1658494630325407181,2022-07-22_flight,0-50,163192,194407
2022-07-22_flight__0206_1658494630325407181,2022-07-22_flight,50-100,23063,194407
2022-07-22_flight__0206_1658494630325407181,2022-07-22_flight,100-150,6341,194407
2022-07-22_flight__0206_1658494630325407181,2022-07-22_flight,150-400,1811,194407
2022-07-22_flight__0206_1658494630325407181,2022-07-22_flight,>=400,0,194407
2022-07-22_flight__0207_1658494634458863478,2022-07-22_flight,0-50,167366,195319
2022-07-22_flight__0207_1658494634458863478,2022-07-22_flight,50-100,20978,195319
2022-07-22_flight__0207_1658494634458863478,2022-07-22_flight,100-150,6156,195319
2022-07-22_flight__0207_1658494634458863478,2022-07-22_flight,150-400,819,195319
2022-07-22_flight__0207_1658494634458863478,2022-07-22_flight,>=400,0,195319
2022-07-22_flight__0208_1658494641795625561,2022-07-22_flight,0-50,161335,192915
2022-07-22_flight__0208_1658494641795625561,2022-07-22_flight,50-100,23587,192915
2022-07-22_flight__0208_1658494641795625561,2022-07-22_flight,100-150,7439,192915
2022-07-22_flight__0208_1658494641795625561,2022-07-22_flight,150-400,554,192915
2022-07-22_flight__0208_1658494641795625561,2022-07-22_flight,>=400,0,192915
2022-07-22_flight__0209_1658494645618893994,2022-07-22_flight,0-50,161036,192123
2022-07-22_flight__0209_1658494645618893994,2022-07-22_flight,50-100,23302,192123
2022-07-22_flight__0209_1658494645618893994,2022-07-22_flight,100-150,6930,192123
2022-07-22_flight__0209_1658494645618893994,2022-07-22_flight,150-400,855,192123
2022-07-22_flight__0209_1658494645618893994,2022-07-22_flight,>=400,0,192123
2022-07-22_flight__0210_1658494648100054052,2022-07-22_flight,0-50,167570,198288
2022-07-22_flight__0210_1658494648100054052,2022-07-22_flight,50-100,23077,198288
2022-07-22_flight__0210_1658494648100054052,2022-07-22_flight,100-150,6153,198288
2022-07-22_flight__0210_1658494648100054052,2022-07-22_flight,150-400,1488,198288
2022-07-22_flight__0210_1658494648100054052,2022-07-22_flight,>=400,0,198288
2022-07-22_flight__0211_1658494651406871680,2022-07-22_flight,0-50,172279,205902
2022-07-22_flight__0211_1658494651406871680,2022-07-22_flight,50-100,29148,205902
2022-07-22_flight__0211_1658494651406871680,2022-07-22_flight,100-150,3096,205902
2022-07-22_flight__0211_1658494651406871680,2022-07-22_flight,150-400,1379,205902
2022-07-22_flight__0211_1658494651406871680,2022-07-22_flight,>=400,0,205902
2022-07-22_flight__0212_1658494654612255926,2022-07-22_flight,0-50,158761,196025
2022-07-22_flight__0212_1658494654612255926,2022-07-22_flight,50-100,32500,196025
2022-07-22_flight__0212_1658494654612255926,2022-07-22_flight,100-150,3654,196025
2022-07-22_flight__0212_1658494654612255926,2022-07-22_flight,150-400,1110,196025
2022-07-22_flight__0212_1658494654612255926,2022-07-22_flight,>=400,0,196025
2022-07-22_flight__0213_1658494657298167822,2022-07-22_flight,0-50,164834,199408
2022-07-22_flight__0213_1658494657298167822,2022-07-22_flight,50-100,28924,199408
2022-07-22_flight__0213_1658494657298167822,2022-07-22_flight,100-150,5126,199408
2022-07-22_flight__0213_1658494657298167822,2022-07-22_flight,150-400,524,199408
2022-07-22_flight__0213_1658494657298167822,2022-07-22_flight,>=400,0,199408
2022-07-22_flight__0214_1658494678171882016,2022-07-22_flight,0-50,166346,199939
2022-07-22_flight__0214_1658494678171882016,2022-07-22_flight,50-100,24856,199939
2022-07-22_flight__0214_1658494678171882016,2022-07-22_flight,100-150,6393,199939
2022-07-22_flight__0214_1658494678171882016,2022-07-22_flight,150-400,2344,199939
2022-07-22_flight__0214_1658494678171882016,2022-07-22_flight,>=400,0,199939
2022-07-22_flight__0215_1658494681788656949,2022-07-22_flight,0-50,171411,198459
2022-07-22_flight__0215_1658494681788656949,2022-07-22_flight,50-100,23203,198459
2022-07-22_flight__0215_1658494681788656949,2022-07-22_flight,100-150,2891,198459
2022-07-22_flight__0215_1658494681788656949,2022-07-22_flight,150-400,954,198459
2022-07-22_flight__0215_1658494681788656949,2022-07-22_flight,>=400,0,198459
2022-07-22_flight__0216_1658494685405323171,2022-07-22_flight,0-50,166331,198714
2022-07-22_flight__0216_1658494685405323171,2022-07-22_flight,50-100,25344,198714
2022-07-22_flight__0216_1658494685405323171,2022-07-22_flight,100-150,5562,198714
2022-07-22_flight__0216_1658494685405323171,2022-07-22_flight,150-400,1477,198714
2022-07-22_flight__0216_1658494685405323171,2022-07-22_flight,>=400,0,198714
2022-07-22_flight__0217_1658494689022594657,2022-07-22_flight,0-50,167992,200483
2022-07-22_flight__0217_1658494689022594657,2022-07-22_flight,50-100,26042,200483
2022-07-22_flight__0217_1658494689022594657,2022-07-22_flight,100-150,5157,200483
2022-07-22_flight__0217_1658494689022594657,2022-07-22_flight,150-400,1292,200483
2022-07-22_flight__0217_1658494689022594657,2022-07-22_flight,>=400,0,200483
2022-07-22_flight__0218_1658494691606050716,2022-07-22_flight,0-50,164887,197389
2022-07-22_flight__0218_1658494691606050716,2022-07-22_flight,50-100,25162,197389
2022-07-22_flight__0218_1658494691606050716,2022-07-22_flight,100-150,5385,197389
2022-07-22_flight__0218_1658494691606050716,2022-07-22_flight,150-400,1955,197389
2022-07-22_flight__0218_1658494691606050716,2022-07-22_flight,>=400,0,197389
2022-07-22_flight__0219_1658494696153252996,2022-07-22_flight,0-50,166836,198815
2022-07-22_flight__0219_1658494696153252996,2022-07-22_flight,50-100,24133,198815
2022-07-22_flight__0219_1658494696153252996,2022-07-22_flight,100-150,5323,198815
2022-07-22_flight__0219_1658494696153252996,2022-07-22_flight,150-400,2523,198815
2022-07-22_flight__0219_1658494696153252996,2022-07-22_flight,>=400,0,198815
2022-07-22_flight__0220_1658494699873796212,2022-07-22_flight,0-50,153106,184503
2022-07-22_flight__0220_1658494699873796212,2022-07-22_flight,50-100,27618,184503
2022-07-22_flight__0220_1658494699873796212,2022-07-22_flight,100-150,1771,184503
2022-07-22_flight__0220_1658494699873796212,2022-07-22_flight,150-400,2008,184503
2022-07-22_flight__0220_1658494699873796212,2022-07-22_flight,>=400,0,184503
2022-07-22_flight__0221_1658494703283973918,2022-07-22_flight,0-50,160721,193715
2022-07-22_flight__0221_1658494703283973918,2022-07-22_flight,50-100,30202,193715
2022-07-22_flight__0221_1658494703283973918,2022-07-22_flight,100-150,1716,193715
2022-07-22_flight__0221_1658494703283973918,2022-07-22_flight,150-400,1076,193715
2022-07-22_flight__0221_1658494703283973918,2022-07-22_flight,>=400,0,193715
2022-07-22_flight__0222_1658494707003955521,2022-07-22_flight,0-50,164200,193561
2022-07-22_flight__0222_1658494707003955521,2022-07-22_flight,50-100,25283,193561
2022-07-22_flight__0222_1658494707003955521,2022-07-22_flight,100-150,3377,193561
2022-07-22_flight__0222_1658494707003955521,2022-07-22_flight,150-400,701,193561
2022-07-22_flight__0222_1658494707003955521,2022-07-22_flight,>=400,0,193561
2022-07-22_flight__0223_1658494710828714208,2022-07-22_flight,0-50,167580,196097
2022-07-22_flight__0223_1658494710828714208,2022-07-22_flight,50-100,20586,196097
2022-07-22_flight__0223_1658494710828714208,2022-07-22_flight,100-150,7009,196097
2022-07-22_flight__0223_1658494710828714208,2022-07-22_flight,150-400,922,196097
2022-07-22_flight__0223_1658494710828714208,2022-07-22_flight,>=400,0,196097
2022-07-22_flight__0224_1658494714341422377,2022-07-22_flight,0-50,169207,197219
2022-07-22_flight__0224_1658494714341422377,2022-07-22_flight,50-100,21520,197219
2022-07-22_flight__0224_1658494714341422377,2022-07-22_flight,100-150,5999,197219
2022-07-22_flight__0224_1658494714341422377,2022-07-22_flight,150-400,493,197219
2022-07-22_flight__0224_1658494714341422377,2022-07-22_flight,>=400,0,197219
2022-07-22_flight__0225_1658494718475590065,2022-07-22_flight,0-50,165769,194513
2022-07-22_flight__0225_1658494718475590065,2022-07-22_flight,50-100,23233,194513
2022-07-22_flight__0225_1658494718475590065,2022-07-22_flight,100-150,5296,194513
2022-07-22_flight__0225_1658494718475590065,2022-07-22_flight,150-400,215,194513
2022-07-22_flight__0225_1658494718475590065,2022-07-22_flight,>=400,0,194513
2022-07-22_flight__0226_1658494722609604351,2022-07-22_flight,0-50,150529,188351
2022-07-22_flight__0226_1658494722609604351,2022-07-22_flight,50-100,32607,188351
2022-07-22_flight__0226_1658494722609604351,2022-07-22_flight,100-150,5095,188351
2022-07-22_flight__0226_1658494722609604351,2022-07-22_flight,150-400,120,188351
2022-07-22_flight__0226_1658494722609604351,2022-07-22_flight,>=400,0,188351
2022-07-22_flight__0227_1658494726225832821,2022-07-22_flight,0-50,161746,192999
2022-07-22_flight__0227_1658494726225832821,2022-07-22_flight,50-100,26206,192999
